"title","type","year","length","numVotes","averageRating","director","birthYear","deathYear","genre_animation","genre_action","genre_adventure","genre_comedy","genre_documentary","genre_fantasy","genre_romance","genre_sci_fi","genre_thriller"
"The Seasoning House","movie",2012,90,10822,6.1,"Paul Hyett",NA,NA,0,0,0,0,0,0,0,0,1
"The Secret Diaries of Miss Anne Lister","tvMovie",2010,92,2216,7,"James Kent",NA,NA,0,0,0,0,0,0,1,0,0
"Elite Squad 2: The Enemy Within","movie",2010,115,85617,8,"José Padilha",1967,NA,0,1,0,0,0,0,0,0,0
"American Born Chinese","tvSeries",2023,30,5764,7.1,"Destin Daniel Cretton",1978,NA,0,1,1,1,0,0,0,0,0
"Dungeon","movie",2023,65,2042,8.2,"Andy Bowles",NA,NA,0,0,0,0,0,0,0,0,0
"Juvenile Justice","tvSeries",2022,60,4745,7.9,"Jong-Chan Hong",NA,NA,0,0,0,0,0,0,0,0,0
"Love and Leashes","movie",2022,117,6049,6.3,"Hyeon-jin Park",NA,NA,0,0,0,1,0,0,1,0,0
"The Visitor","movie",2022,89,2619,4.2,"Justin P. Lange",NA,NA,0,0,0,0,0,0,0,0,0
"Bhoothakaalam","movie",2022,105,3648,7.5,"Rahul Sadasivan",NA,NA,0,0,0,0,0,0,0,0,0
"Nostalgia for the Light","movie",2010,90,5959,7.6,"Patricio Guzmán",1941,NA,0,0,0,0,1,0,0,0,0
"Runaway","tvSeries",2022,45,3152,6.2,"Yagiz Alp Akaydin",1975,NA,0,1,1,0,0,0,0,0,0
"The Hypnotist","movie",2012,122,8484,5.6,"Lasse Hallström",1946,NA,0,0,0,0,0,0,0,0,1
"A Spy Among Friends","tvMiniSeries",2022,55,5384,7.2,"Nick Murphy",NA,NA,0,0,0,0,0,0,0,0,1
"S5","movie",2022,110,7380,7.1,"Bharrath Komalapati",NA,NA,0,0,0,0,0,0,0,0,1
"The Fall of the House of Usher","tvMiniSeries",2023,493,51248,8.1,"Michael Fimognari",1974,NA,0,0,0,0,0,0,0,0,0
"Salaam Venky","movie",2022,137,2066,6.6,"Revathi",1966,NA,0,0,0,0,0,0,0,0,0
"Litvinenko","tvMiniSeries",2022,47,2561,7.3,"Jim Field Smith",1979,NA,0,0,0,0,0,0,0,0,0
"The Patient","tvMiniSeries",2022,300,28308,7,"Kevin Bray",NA,NA,0,0,0,0,0,0,0,0,1
"Project Wolf Hunting","movie",2022,122,5851,6.1,"Kim Hong Sun",NA,NA,0,1,0,0,0,0,0,0,0
"Zara Hatke Zara Bachke","movie",2023,132,8648,6.5,"Laxman Utekar",NA,NA,0,0,0,1,0,0,0,0,0
"The Night Manager","tvSeries",2023,47,12920,7.6,"Sandeep Modi",NA,NA,0,1,0,0,0,0,0,0,0
"Prince","movie",2022,143,3150,4.4,"Anudeep K.V.",1985,NA,0,1,0,0,0,0,1,0,0
"Holy Family","tvSeries",2022,40,2284,6.5,"Manolo Caro",1984,NA,0,0,0,0,0,0,0,0,0
"GasLand","movie",2010,107,11059,7.6,"Josh Fox",NA,NA,0,0,0,0,1,0,0,0,0
"Fortress","video",2012,105,2144,5,"Mike Phillips",NA,NA,0,1,0,0,0,0,0,0,0
"Knock Out","movie",2010,117,2326,6.1,"Mani Shankar",NA,NA,0,1,0,0,0,0,0,0,0
"Vavien","movie",2009,100,13403,7.5,"Durul Taylan",1969,NA,0,0,0,1,0,0,0,0,1
"Amish Grace","tvMovie",2010,89,2031,7,"Gregg Champion",1956,NA,0,0,0,0,0,0,0,0,0
"D'Agostino","movie",2012,124,2319,4.4,"Jorge Ameer",1972,NA,0,0,0,0,0,0,0,1,0
"Prowl","movie",2010,84,5085,4.5,"Patrik Syversen",NA,NA,0,0,0,0,0,0,0,0,0
"The Motel Life","movie",2012,85,3746,5.9,"Alan Polsky",NA,NA,1,0,0,0,0,0,0,0,0
"Angels Crest","movie",2011,92,2100,5.7,"Gaby Dellal",1961,NA,0,0,0,0,0,0,0,0,0
"That '90s Show","tvSeries",2023,30,25004,6.4,"Gail Mancuso",1958,NA,0,0,0,1,0,0,1,0,0
"Beautiful Creatures","movie",2013,124,90248,6.1,"Richard LaGravenese",1959,NA,0,0,0,0,0,1,1,0,0
"Restrepo","movie",2010,93,24228,7.4,"Tim Hetherington",1970,2011,0,0,0,0,1,0,0,0,0
"An Action Hero","movie",2022,130,31185,7,"Anirudh Iyer",NA,NA,0,1,0,1,0,0,0,0,0
"Boy","movie",2010,87,28612,7.5,"Taika Waititi",1975,NA,0,0,0,1,0,0,0,0,0
"Robin Williams: Weapons of Self Destruction","tvSpecial",2009,90,3456,7.7,"Marty Callner",1950,NA,0,0,0,1,1,0,0,0,0
"Zombieland: Double Tap","movie",2019,99,194357,6.7,"Ruben Fleischer",1974,NA,0,1,0,1,0,0,0,0,0
"I Am Here... Now","movie",2009,87,2392,4.4,"Neil Breen",1958,NA,0,0,0,1,0,0,0,0,0
"False Trail","movie",2011,129,5671,6.5,"Kjell Sundvall",1953,NA,0,0,0,0,0,0,0,0,1
"The Master","movie",2012,138,182802,7.1,"Paul Thomas Anderson",1970,NA,0,0,0,0,0,0,0,0,0
"The Good Witch's Gift","tvMovie",2010,83,2232,7.1,"Craig Pryce",NA,NA,0,0,0,0,0,1,0,0,0
"Dabbe 2","movie",2009,85,2644,3,"Hasan Karacadag",1976,NA,0,0,0,0,0,0,0,0,0
"Gun","movie",2010,82,3893,3.8,"Jessy Terrero",1972,NA,0,1,0,0,0,0,0,0,1
"Neds","movie",2010,124,8686,6.9,"Peter Mullan",1959,NA,0,0,0,0,0,0,0,0,0
"The Devil Inside","movie",2012,83,36905,4.2,"William Brent Bell",NA,NA,0,0,0,0,0,0,0,0,0
"Double XL","movie",2022,128,4263,4.6,"Satram Ramani",NA,NA,0,0,0,1,0,0,0,0,0
"Tear Along the Dotted Line","tvMiniSeries",2021,20,11478,8.6,"Zerocalcare",1983,NA,1,0,0,1,0,0,0,0,0
"Double Down","movie",2005,93,3291,4.1,"Neil Breen",1958,NA,0,1,0,0,0,0,0,0,1
"Bob's Burgers","tvSeries",2011,22,88878,8.2,"Bernard Derriman",NA,NA,1,0,0,1,0,0,0,0,0
"Essential Killing","movie",2010,83,8058,6.1,"Jerzy Skolimowski",1938,NA,0,1,0,0,0,0,0,0,1
"The Shunning","tvMovie",2011,88,2026,6.2,"Michael Landon Jr.",NA,NA,0,0,0,0,0,0,0,0,0
"Hear Me","movie",2009,109,3319,7.4,"Fen-fen Cheng",NA,NA,0,0,0,0,0,0,1,0,0
"Bloodwork","movie",2012,100,2414,5.2,"Eric Wostenberg",NA,NA,0,0,0,0,0,0,0,1,1
"Higher Ground","movie",2011,109,3254,6.2,"Vera Farmiga",1973,NA,0,0,0,0,0,0,0,0,0
"Golmaal 3","movie",2010,155,9279,5.6,"Rohit Shetty",1974,NA,0,1,0,1,0,0,0,0,0
"Ra.One","movie",2011,156,45556,4.8,"Anubhav Sinha",1965,NA,0,1,1,0,0,0,0,1,0
"Zindagi Na Milegi Dobara","movie",2011,155,83551,8.2,"Zoya Akhtar",1972,NA,0,0,0,1,0,0,0,0,0
"Jinn","movie",2014,97,4796,4.1,"Ajmal Zaheer Ahmad",NA,NA,0,0,0,0,0,1,0,0,1
"Jersey Shore","tvSeries",2009,40,24277,3.8,"Brad Kreisberg",NA,NA,0,0,0,1,0,0,1,0,0
"Legendary","movie",2010,107,5312,6.1,"Mel Damski",1946,NA,0,0,0,0,0,0,0,0,0
"Hunt to Kill","movie",2010,98,6964,5.1,"Keoni Waxman",1968,NA,0,1,0,0,0,0,0,0,1
"Logorama","short",2009,16,6202,7.5,"François Alaux",NA,NA,1,1,0,1,0,0,0,0,0
"One Day","movie",2011,107,160716,7,"Lone Scherfig",1959,NA,0,0,0,0,0,0,1,0,0
"Overboard","movie",2018,112,40530,6,"Rob Greenberg",NA,NA,0,0,0,1,0,0,1,0,0
"Dolphin Tale","movie",2011,113,25353,6.8,"Charles Martin Smith",1953,NA,0,0,0,0,0,0,0,0,0
"Just Go with It","movie",2011,117,259225,6.4,"Dennis Dugan",1946,NA,0,0,0,1,0,0,1,0,0
"Aftermath","movie",2014,92,2090,4.8,"Péter Engert",1976,NA,0,0,0,0,0,0,0,1,1
"Skyline","movie",2010,92,91556,4.5,"Colin Strause",1976,NA,0,1,0,0,0,0,0,1,1
"Russell Howard's Good News","tvSeries",2009,60,3034,7.4,"Peter Orton",NA,NA,0,0,0,1,0,0,0,0,0
"Fallen","movie",2016,91,15647,5.2,"Scott Hicks",1953,NA,0,0,0,0,0,1,1,0,0
"Head Over Heels","movie",2010,101,2503,5.6,"Roberto Santucci",NA,NA,0,0,0,1,0,0,0,0,0
"In Montauk","movie",2012,69,5514,5.9,"Kim Cummings",NA,NA,0,0,0,0,0,0,1,0,0
"Piazza Fontana: The Italian Conspiracy","movie",2012,129,2812,7.2,"Marco Tullio Giordana",1950,NA,0,0,0,0,0,0,0,0,0
"Chup","movie",2022,135,24382,7.6,"R. Balki",1964,NA,0,0,0,0,0,0,0,0,0
"Leo","movie",2023,164,36843,7.9,"Lokesh Kanagaraj",1986,NA,0,1,0,0,0,0,0,0,0
"Tek Kisilik Dev Kadro","video",2005,104,3728,8.1,"Ali Taner Baltaci",NA,NA,0,0,0,1,1,0,0,0,0
"Still Time","movie",2022,109,3657,6.6,"Alessandro Aronadio",1975,NA,0,0,0,1,0,0,0,0,0
"Yara","movie",2021,96,6018,6.3,"Marco Tullio Giordana",1950,NA,0,0,0,0,0,0,0,0,1
"Den som dræber","tvSeries",2011,90,3849,7.1,"Niels Nørløv Hansen",1973,NA,0,1,0,0,0,0,0,0,0
"Romantics Anonymous","movie",2010,80,11858,6.9,"Jean-Pierre Améris",1961,NA,0,0,0,1,0,0,1,0,0
"Teen Mom OG","tvSeries",2009,60,4784,3.6,"Joe Perota",NA,NA,0,0,0,0,0,0,0,0,0
"For Greater Glory: The True Story of Cristiada","movie",2012,145,5254,6.5,"Dean Wright",NA,NA,0,0,0,0,0,0,0,0,0
"Magic & Bird: A Courtship of Rivals","tvMovie",2010,85,2199,8.3,"Ezra Edelman",NA,NA,0,0,0,0,1,0,0,0,0
"The Island","movie",2009,96,3407,6.5,"Christos Dimas",NA,NA,0,0,0,1,0,0,0,0,0
"Waiting for Superman","movie",2010,111,11595,7.4,"Davis Guggenheim",1963,NA,0,0,0,0,1,0,0,0,0
"Tales of the Walking Dead","tvSeries",2022,44,5306,5.9,"Haifaa Al-Mansour",1974,NA,0,0,0,0,0,1,0,0,0
"No Hard Feelings","movie",2023,103,93747,6.4,"Gene Stupnitsky",1977,NA,0,0,0,1,0,0,1,0,0
"The Kennedys","tvMiniSeries",2011,346,7583,7.6,"Jon Cassar",1958,NA,0,0,0,0,0,0,1,0,0
"Forks Over Knives","movie",2011,96,12563,7.7,"Lee Fulkerson",NA,NA,0,0,0,0,1,0,0,0,0
"Waiting for the Blackout","short",2010,25,3695,8,"Shlomo Godder",NA,NA,0,0,0,0,0,0,0,0,0
"The Good Guys","tvSeries",2010,60,7523,8.1,"Sanford Bookstaver",1973,NA,0,1,0,1,0,0,0,0,0
"Teen Wolf","tvSeries",2011,41,159533,7.7,"Russell Mulcahy",1953,NA,0,1,0,0,0,1,0,0,0
"The Voices","movie",2014,103,61050,6.3,"Marjane Satrapi",1969,NA,0,0,0,1,0,0,0,0,0
"Yahsi Bati","movie",2009,112,37489,7.4,"Ömer Faruk Sorak",1964,NA,0,0,1,1,0,1,0,0,0
"Get the Gringo","movie",2012,96,110631,6.9,"Adrian Grunberg",NA,NA,0,1,0,0,0,0,0,0,1
"Venus","movie",2022,100,3180,5.5,"Jaume Balagueró",1968,NA,0,0,0,0,0,0,0,0,0
"Shrinking","tvSeries",2023,33,59365,8,"James Ponsoldt",1978,NA,0,0,0,1,0,0,0,0,0
"Knock at the Cabin","movie",2023,100,102635,6.1,"M. Night Shyamalan",1970,NA,0,0,0,0,0,0,0,0,1
"Bheed","movie",2023,124,11445,6.7,"Anubhav Sinha",1965,NA,0,0,0,0,0,0,0,0,0
"Joan Rivers: A Piece of Work","movie",2010,84,3787,7.3,"Ricki Stern",NA,NA,0,0,0,1,1,0,0,0,0
"The Tillman Story","movie",2010,94,5363,7.7,"Amir Bar-Lev",NA,NA,0,0,0,0,1,0,0,0,0
"Jean-Michel Basquiat: The Radiant Child","movie",2010,88,2448,7.7,"Tamra Davis",1962,NA,0,0,0,0,1,0,0,0,0
"Loosies","movie",2011,89,6127,6.1,"Michael Corrente",1959,NA,0,0,0,1,0,0,1,0,0
"Man on a Ledge","movie",2012,102,157068,6.6,"Asger Leth",NA,NA,0,1,0,0,0,0,0,0,1
"Some Guy Who Kills People","movie",2011,97,6043,6.3,"Jack Perez",NA,NA,0,0,0,1,0,0,0,0,0
"The Humbling","movie",2014,112,7109,5.6,"Barry Levinson",1942,NA,0,0,0,1,0,0,1,0,0
"The Girl with the Dragon Tattoo","movie",2011,158,483242,7.8,"David Fincher",1962,NA,0,0,0,0,0,0,0,0,0
"It Lives Inside","movie",2023,99,3656,5.3,"Bishal Dutta",NA,NA,0,0,0,0,0,0,0,0,1
"Dhamaka","movie",2022,144,5112,6.3,"Trinadha Rao Nakkina",NA,NA,0,1,0,1,0,0,0,0,1
"Summer Time Rendering","tvSeries",2022,25,4832,8.2,"Ayumu Watanabe",1966,NA,1,0,0,0,0,1,0,0,0
"Undercovers","tvSeries",2010,60,2247,5.5,"Stephen Williams",NA,NA,0,1,0,0,0,0,0,0,1
"Phase 7","movie",2010,97,3372,5.9,"Nicolás Goldbart",NA,NA,0,0,0,1,0,0,0,1,1
"War Horse","movie",2011,146,163209,7.2,"Steven Spielberg",1946,NA,0,1,1,0,0,0,0,0,0
"The Secret World of Arrietty","movie",2010,94,99854,7.6,"Hiromasa Yonebayashi",1973,NA,1,0,1,0,0,0,0,0,0
"Hot Seat","movie",2022,99,3137,4.3,"James Cullen Bressack",1992,NA,0,1,0,0,0,0,0,0,1
"Black Lightning","movie",2009,102,5364,5.7,"Dmitriy Kiselev",NA,NA,0,1,0,0,0,0,0,1,1
"Nasha Russia. Yaytsa sudby","movie",2010,85,2283,4.7,"Gleb Orlov",NA,NA,0,0,0,1,0,0,0,0,0
"Batman: Under the Red Hood","video",2010,75,66407,8,"Brandon Vietti",1974,NA,1,1,0,0,0,0,0,0,0
"A Storm for Christmas","tvMiniSeries",2022,200,3833,7.1,"Per-Olav Sørensen",NA,NA,0,0,0,1,0,0,0,0,0
"Burning Man","movie",2011,110,4010,6.4,"Jonathan Teplitzky",NA,NA,0,0,0,0,0,0,1,0,0
"For Ellen","movie",2012,94,2275,6,"So Yong Kim",1968,NA,0,0,0,0,0,0,0,0,0
"Sacred Demijohn 2","movie",2010,98,5408,2.9,"Korhan Bozkurt",NA,NA,0,1,0,1,0,1,0,0,0
"Crazy, Stupid, Love.","movie",2011,118,548155,7.4,"Glenn Ficarra",NA,NA,0,0,0,1,0,0,1,0,0
"Vettaikaaran","movie",2009,166,5315,5.1,"Babu Sivan",1966,2020,0,1,0,0,0,0,0,0,0
"Balls","movie",2010,97,3402,5.7,"Josef Fares",1977,NA,0,0,0,1,0,0,0,0,0
"Student Services","tvMovie",2010,100,2967,6,"Emmanuelle Bercot",1967,NA,0,0,0,0,0,0,1,0,0
"Tiny Furniture","movie",2010,98,14752,6.2,"Lena Dunham",1986,NA,0,0,0,1,0,0,1,0,0
"Yashoda","movie",2022,135,11573,6.6,"Haresh Narayan",NA,NA,0,1,0,0,0,0,0,1,0
"A Dangerous Method","movie",2011,99,107146,6.4,"David Cronenberg",1943,NA,0,0,0,0,0,0,1,0,0
"Mortal Engines","movie",2018,128,135317,6.1,"Christian Rivers",NA,NA,0,1,1,0,0,1,0,0,0
"Sniper: Reloaded","video",2011,91,8311,5.4,"Claudio Fäh",NA,NA,0,1,0,0,0,0,0,0,1
"The Skeleton Twins","movie",2014,93,44169,6.8,"Craig Johnson",NA,NA,0,0,0,1,0,0,1,0,0
"Pair of Kings","tvSeries",2010,22,4473,5.8,"Linda Mendoza",1957,NA,0,0,0,1,0,1,0,0,0
"Measuring the World","movie",2012,119,3072,5.7,"Detlev Buck",1962,NA,0,0,0,0,0,0,0,0,0
"Angel of Evil","movie",2010,125,3391,6.8,"Michele Placido",1946,NA,0,0,0,0,0,0,0,0,0
"I'm Here","short",2010,31,7867,7.7,"Spike Jonze",1969,NA,0,0,0,0,0,0,1,1,0
"Parked","movie",2010,94,2717,6.7,"Darragh Byrne",NA,NA,0,0,0,0,0,0,0,0,0
"History of the World: Part II","tvSeries",2023,26,5740,5.6,"Alice Mathias",NA,NA,0,0,0,1,0,0,0,0,0
"Dybbuk: The Curse Is Real","movie",2021,112,2900,5,"Jay.k",NA,NA,0,0,0,0,0,0,0,0,0
"Vilangu","tvSeries",2022,40,5131,7.9,"Prasanth Pandiyaraj",NA,NA,0,0,0,0,0,0,0,0,1
"Kanjoos Makhichoos","movie",2023,116,6282,6.7,"Vipul Mehta",1990,NA,0,0,0,1,0,0,0,0,0
"Honey","movie",2010,103,7390,7.1,"Semih Kaplanoglu",1963,NA,0,0,0,0,0,0,0,0,0
"High Heat","movie",2022,84,2340,4.8,"Zach Golden",NA,NA,0,1,0,1,0,0,0,0,0
"Don't Blink","movie",2014,92,6934,4.8,"Travis Oates",NA,NA,0,0,0,0,0,1,0,0,0
"Tees Maar Khan","movie",2010,135,13833,2.6,"Farah Khan",1965,NA,0,0,0,1,0,0,0,0,0
"Texas Chainsaw","movie",2013,92,54908,4.8,"John Luessenhop",NA,NA,0,0,0,0,0,0,0,0,1
"The Last Circus","movie",2010,107,15020,6.5,"Álex de la Iglesia",1965,NA,0,0,1,1,0,0,0,0,0
"Countdown to Zero","movie",2010,89,2293,6.9,"Lucy Walker",NA,NA,0,0,0,0,1,0,0,0,0
"The Disappearance of Haruhi Suzumiya","movie",2010,162,7795,8,"Tatsuya Ishihara",1966,NA,1,0,0,0,0,0,0,0,0
"Housefull","movie",2010,144,15308,5.5,"Sajid Khan",1970,NA,0,0,0,1,0,0,1,0,0
"OMG 2","movie",2023,156,31932,7.7,"Amit Rai",NA,NA,0,0,0,1,0,0,0,0,0
"Paleri Manikyam: Oru Pathirakolapathakathinte Katha","movie",2009,155,2030,7.7,"Ranjith",NA,NA,0,0,0,0,0,0,0,0,0
"Jaane Jaan","movie",2023,139,10160,7,"Sujoy Ghosh",1966,NA,0,0,0,0,0,0,0,0,0
"Taj: Divided by Blood","tvSeries",2023,41,4893,6.9,"Ron Scalpello",NA,NA,0,0,0,0,0,0,0,0,0
"Elena Undone","movie",2010,111,6443,6.1,"Nicole Conn",1959,NA,0,0,0,0,0,0,1,0,0
"The Hit List","movie",2011,90,11990,5.3,"William Kaufman",NA,NA,0,1,0,0,0,0,0,0,1
"Dr. Brain","tvSeries",2021,60,2749,6.7,"Jee-woon Kim",1964,NA,0,0,0,0,0,0,0,1,0
"Raavan","movie",2022,138,2180,6.6,"M.N. Rajh",1983,NA,0,1,0,0,0,0,0,0,1
"Good Neighbours","movie",2010,99,5903,5.8,"Jacob Tierney",1979,NA,0,0,0,0,0,0,0,0,1
"The Calling","tvSeries",2022,46,3253,7.1,"Barry Levinson",1942,NA,0,0,0,0,0,0,0,0,0
"My Dress-Up Darling","tvSeries",2022,24,12291,8,"Keisuke Shinohara",NA,NA,1,0,0,1,0,0,1,0,0
"An Unexpected Christmas","tvMovie",2021,83,2426,6.9,"Michael Robison",1955,NA,0,0,0,0,0,0,1,0,0
"Mirrors 2","video",2010,86,13378,4.8,"Víctor Garcia",1974,NA,0,0,0,0,0,0,0,0,0
"Ram Asur","movie",2021,132,2838,4.2,"Triparna Venkatesh",NA,NA,0,1,0,0,0,0,0,0,0
"The Last Kingdom: Seven Kings Must Die","movie",2023,111,32354,6.9,"Edward Bazalgette",NA,NA,0,1,0,0,0,0,0,0,0
"Banaras","movie",2022,150,3168,6.7,"Jayathirtha",NA,NA,0,0,0,0,0,0,1,0,0
"A Christmas Wish","tvMovie",2011,97,2025,6.5,"Craig Clyde",NA,NA,0,0,0,1,0,0,0,0,0
"Goats","movie",2012,94,5353,5.8,"Christopher Neil",NA,NA,0,0,0,1,0,0,0,0,0
"Recep Ivedik 3","movie",2010,95,20624,4.2,"Togan Gökbakar",1984,NA,0,0,0,1,0,0,0,0,0
"Dig Deeper: The Disappearance of Birgit Meier","tvMiniSeries",2021,236,2384,7.2,"Nicolas Steiner",NA,NA,0,0,0,0,1,0,0,0,0
"You Hurt My Feelings","movie",2023,93,7792,6.6,"Nicole Holofcener",1960,NA,0,0,0,1,0,0,0,0,0
"Hilda and the Mountain King","tvMovie",2021,85,3349,7.7,"Andy Coyle",NA,NA,1,0,1,1,0,0,0,0,0
"Thamasoma Jyothirgamaya","movie",2021,93,2160,8.3,"VijayKumar Badugu",NA,NA,0,0,0,0,0,0,1,0,0
"Atithi Tum Kab Jaoge?","movie",2010,155,6620,6.5,"Ashwani Dhir",1968,NA,0,0,0,1,0,0,0,0,0
"CMYLMZ","video",2008,174,9848,9.2,"Cem Yilmaz",1973,NA,0,0,0,1,1,0,0,0,0
"You Can Live Forever","movie",2022,96,2192,6.9,"Mark Slutsky",NA,NA,0,0,0,0,0,0,1,0,0
"Detroit 1-8-7","tvSeries",2010,42,3449,7.6,"Kevin Hooks",1958,NA,0,1,0,0,0,0,0,0,0
"Break Ke Baad","movie",2010,145,4496,5.2,"Danish Aslam",NA,NA,0,0,0,1,0,0,1,0,0
"The Dilemma","movie",2011,111,56421,5.3,"Ron Howard",1954,NA,0,0,0,1,0,0,0,0,0
"The Snow Girl","tvMiniSeries",2023,273,7383,6.8,"David Ulloa",1976,NA,0,0,0,0,0,0,0,0,0
"Pretty Little Liars","tvSeries",2010,44,175252,7.4,"Norman Buckley",1955,NA,0,0,0,0,0,0,1,0,0
"Elephant White","movie",2011,91,11002,5,"Prachya Pinkaew",1962,NA,0,1,0,0,0,0,0,0,1
"Luck","tvSeries",2011,52,6115,7.4,"Michael Mann",1943,NA,0,0,0,0,0,0,0,0,0
"Elemental","movie",2023,101,90219,7,"Peter Sohn",1977,NA,1,0,1,1,0,0,0,0,0
"Nowhere","movie",2023,109,23146,6.4,"Albert Pintó",1985,NA,0,0,0,0,0,0,0,0,1
"Infiesto","movie",2023,96,4035,5.6,"Patxi Amezcua",NA,NA,0,0,0,0,0,0,0,0,1
"Barbarian","movie",2022,102,164553,7,"Zach Cregger",1981,NA,0,0,0,0,0,0,0,0,1
"Am I Being Unreasonable?","tvSeries",2022,29,3595,7.6,"Jonny Campbell",NA,NA,0,0,0,1,0,0,0,0,1
"Federal Bank Heist","movie",2011,101,2382,5.9,"Marcos Paulo",1951,2012,0,0,0,1,0,0,0,0,1
"Freerunner","movie",2011,87,5298,3.5,"Lawrence Silverstein",NA,NA,0,1,0,0,0,0,0,0,0
"StarStruck","tvMovie",2010,90,16885,6.1,"Michael Grossman",NA,NA,0,0,0,1,0,0,0,0,0
"Aoashi","tvSeries",2022,24,2675,8.1,"Akira Satô",NA,NA,1,0,0,1,0,0,0,0,0
"Chasing Ice","movie",2012,75,8814,7.7,"Jeff Orlowski-Yang",1984,NA,0,0,0,0,1,0,0,0,0
"Kick","movie",2009,155,5335,7.9,"Surender Reddy",1975,NA,0,1,0,1,0,0,0,0,0
"Repeaters","movie",2010,89,6973,5.7,"Carl Bessai",NA,NA,0,1,0,0,0,0,0,0,0
"That Girl in Yellow Boots","movie",2010,103,4001,6.6,"Anurag Kashyap",1972,NA,0,0,0,0,0,0,0,0,0
"I Used to Be Famous","movie",2022,104,10261,6.6,"Eddie Sternberg",NA,NA,0,0,0,1,0,0,0,0,0
"Ravanasura","movie",2023,141,2295,5.7,"Sudheer Varma",1979,NA,0,1,0,0,0,0,0,0,0
"Monster","movie",2022,135,2979,4.4,"Vysakh",1978,NA,0,1,1,0,0,0,0,0,0
"Daydream Nation","movie",2010,98,12935,6.3,"Michael Goldbach",NA,NA,0,0,0,0,0,0,1,0,0
"Guilty","movie",2011,102,2004,7.3,"Vincent Garenq",NA,NA,0,0,0,0,0,0,0,0,0
"Puncture","movie",2011,100,24643,6.8,"Adam Kassen",1974,NA,0,0,0,0,0,0,0,0,0
"The Good Doctor","movie",2011,91,7179,5.5,"Lance Daly",NA,NA,0,0,0,0,0,0,0,0,1
"Episodes","tvSeries",2011,30,36033,7.8,"Iain B. MacDonald",NA,NA,0,0,0,1,0,0,0,0,0
"Christmas with You","movie",2022,89,6845,5.6,"Gabriela Tagliavini",NA,NA,0,0,0,1,0,0,1,0,0
"Harry's Law","tvSeries",2011,43,6591,7.3,"Bill D'Elia",NA,NA,0,0,0,1,0,0,0,0,0
"Love Bites","tvSeries",2011,60,2481,7.4,"Marc Buckland",NA,NA,0,0,0,1,0,0,1,0,0
"Prime Suspect","tvSeries",2011,60,4008,7.3,"Jonas Pate",1970,NA,0,0,0,0,0,0,0,0,1
"The Borgias","tvSeries",2011,50,53092,7.9,"Neil Jordan",1950,NA,0,0,0,0,0,0,0,0,0
"Chase","tvSeries",2010,60,7376,6.9,"Dermott Downs",1962,NA,0,1,0,0,0,0,0,0,0
"The Event","tvSeries",2010,43,26468,7,"Jeffrey Reiner",NA,NA,0,0,0,0,0,0,0,0,0
"A Birder's Guide to Everything","movie",2013,86,2371,6.2,"Rob Meyer",NA,NA,0,0,1,1,0,0,0,0,0
"Adhurs","movie",2010,150,3022,6.7,"V.V. Vinayak",1974,NA,0,1,0,1,0,0,0,0,1
"House at the End of the Street","movie",2012,101,80125,5.5,"Mark Tonderai",NA,NA,0,0,0,0,0,0,0,0,1
"Khaleja","movie",2010,170,9714,7.6,"Trivikram Srinivas",1971,NA,0,1,0,1,0,1,0,0,0
"Maryada Ramanna","movie",2010,125,3093,7.4,"S.S. Rajamouli",1973,NA,0,1,0,1,0,0,0,0,0
"Simha","movie",2010,155,2052,6,"Boyapati Srinu",1970,NA,0,1,0,0,0,0,0,0,0
"Tomodachi Game","tvSeries",2022,23,2935,7.6,"Hirofumi Ogura",NA,NA,1,0,0,0,0,0,0,0,0
"Cash","movie",2021,118,4487,6.6,"Rishab Seth",NA,NA,0,0,0,1,0,0,0,0,0
"Afwaah","movie",2023,126,3306,5.6,"Sudhir Mishra",1959,NA,0,0,0,0,0,0,0,0,1
"Gamyam","movie",2008,120,3564,8.3,"Radha Krishna Jagarlamudi",1978,NA,0,0,0,0,0,0,0,0,0
"Steam of Life","movie",2010,81,2649,7.8,"Joonas Berghäll",NA,NA,0,0,0,0,1,0,0,0,0
"Rammbock: Berlin Undead","movie",2010,63,5857,6.3,"Marvin Kren",1980,NA,0,1,0,0,0,0,0,0,0
"Larry Crowne","movie",2011,98,69910,6.1,"Tom Hanks",1956,NA,0,0,0,1,0,0,1,0,0
"G.I. Joe: Retaliation","movie",2013,110,185842,5.7,"Jon M. Chu",1979,NA,0,1,1,0,0,0,0,1,0
"Hot in Cleveland","tvSeries",2010,30,15610,7.4,"Andy Cadiff",1955,NA,0,0,0,1,0,0,0,0,0
"Mr. Sunshine","tvSeries",2011,293,7189,6.7,"Thomas Schlamme",1950,NA,0,0,0,1,0,0,0,0,0
"PAW Patrol: The Mighty Movie","movie",2023,88,2741,6,"Cal Brunker",1978,NA,1,1,1,0,0,0,0,0,0
"Wrong Place","movie",2022,96,4675,3.5,"Mike Burns",NA,NA,0,1,0,0,0,0,0,0,1
"The Roundup","movie",2022,106,9231,7,"Sang-yong Lee",NA,NA,0,1,0,0,0,0,0,0,1
"Durarara!!","tvSeries",2010,24,7730,7.8,"Masahisa Koyata",NA,NA,1,1,0,1,0,0,0,0,0
"Catfish","movie",2010,87,43518,7.1,"Henry Joost",1982,NA,0,0,0,0,1,0,0,0,0
